x,y
-33.73787577602905,-12.26168231391
-33.73787577602905,-12.26168231391
-34.65242597805875,-10.498334334423351
-34.65242597805875,-10.498334334423351
-35.42520056425595,-8.66816098895777
-35.42520056425595,-8.66816098895777
-36.059766213855,-6.785368191583425
-36.059766213855,-6.785368191583425
-37.208593253862546,-0.958824759235882
-37.208593253862546,-0.958824759235882
-37.389750720468655,1.0131119266676716
-37.389750720468655,1.0131119266676716
-37.500348170648095,2.9904910942146348
-37.500348170648095,2.9904910942146348
-37.55912877438075,4.97025670302222
-37.55912877438075,4.97025670302222
-37.584951484124105,6.950833557006085
-37.584951484124105,6.950833557006085
-37.5967128817451,8.931711689597044
-37.5967128817451,8.931711689597044
-37.633028411252454,12.921961768614999
-37.633028411252454,12.921961768614999
-37.660442553077246,14.92048472208195
-37.660442553077246,14.92048472208195
-37.6884470001267,16.9189999342512
-37.6884470001267,16.9189999342512
-37.728130718993754,20.916204568310498
-37.728130718993754,20.916204568310498
-37.733230938171005,21.9041432506473
-37.730761283954,22.91489520022705
-37.728360477621905,23.89945875938345
-37.7158853802024,24.9135190635457
-37.67498795035445,26.8402834398393
-37.537899696180546,29.014513416984848
-37.45897581241715,29.87511567542985
-37.2074272429939,31.0605700244577
-37.04673185096015,31.82564005371875
-36.5669867960251,33.02616690478925
-36.3094559848724,33.67624135599405
-35.527297113403904,34.80509674432275
-35.1781494611064,35.3133994384788
-34.12323668538825,36.2026746689822
-33.653909006292,36.59222789642655
-32.6105035784836,37.16709150610395
-30.99617072837095,37.97884716205375
-29.29015255886975,38.8255245977219
-28.33364508199795,39.327527967616504
-27.49581171427345,39.8090515872618
-24.9401492685014,41.25361977203685
-22.12531928568805,42.736520975722655
-21.31505926733455,43.116087167292804
-20.2537154666031,43.51327423552955
-19.44709823690285,43.81560638147435
-18.318983508865,44.111291785247204
-17.5181275793576,44.32175258164615
-16.35891789774175,44.4830195479978
-15.54283911326425,44.595729419738944
-14.4314610240945,44.6418294708025
-13.5496870586494,44.67771150547575
-12.4978180796497,44.6617638906405
-10.55366011926144,44.6155430903931
-8.581390287542455,44.5633940896668
-6.58425411460586,44.5323523031399
-6.58425411460586,44.5323523031399
-4.5868878135380555,44.523139442338206
-4.5868878135380555,44.523139442338206
-2.56517509288188,44.5331875007292
-0.5922816650571635,44.5590244661253
0.4153144603737165,44.575950306856754
1.4047377960261351,44.59853099246905
2.4101205154440253,44.621474031190345
3.40152315511821,44.6486858000941
5.405660746820205,44.70692206147645
7.394652638475265,44.7697098186548
8.393362528595,44.80212676430125
9.39112789733157,44.83482443644135
10.387619740003899,44.86748053034745
11.3876302761794,44.899089186780046
12.381951205512049,44.9305187012625
13.38424939355175,44.9595570732243
14.376441141477951,44.9883038786578
