x,y
8.393362528595,44.80212676430125
9.39112789733157,44.83482443644135
10.387619740003899,44.86748053034745
11.3876302761794,44.899089186780046
12.381951205512049,44.9305187012625
13.38424939355175,44.9595570732243
14.376441141477951,44.9883038786578
15.381058054564502,45.01328061677795
16.3711505537396,45.0378980203688
17.378099197591297,45.057311612750155
20.33577115430095,45.092061440255904
23.37032467027005,45.101758220033
25.36767073536815,45.07752899780875
25.36767073536815,45.07752899780875
27.364558960283652,45.02886763644085
27.364558960283652,45.02886763644085
29.36057900546095,44.95283556011925
29.36057900546095,44.95283556011925
31.37383148027315,44.84122497619635
31.37383148027315,44.84122497619635
33.40751501561655,44.65998934218345
33.40751501561655,44.65998934218345
35.4244543211212,44.35025479921965
35.4244543211212,44.35025479921965
37.045496643246096,43.95666026596285
39.2923065143075,43.096053833824
41.02970842814915,42.05492566586395
41.02970842814915,42.05492566586395
43.7567959378409,39.24097908535575
43.7567959378409,39.24097908535575
44.7569878398088,37.551574126114005
44.7569878398088,37.551574126114005
45.5221989750458,35.74142232796475
45.5221989750458,35.74142232796475
46.06665884163315,33.8264662146612
46.06665884163315,33.8264662146612
46.414014204047604,29.84373115856705
46.3879866119593,29.05693327568535
46.172217688371504,27.856233511548147
46.0356714463254,27.09482904940245
45.63451247439765,25.9285102378118
45.387636482405895,25.209860196938948
44.80460738464675,24.12065829938885
44.4466186813068,23.4527732443738
43.71987578285395,22.48305892454955
42.683864894551746,21.28355116628775
40.9418955986323,19.7127666258527
39.5837647528637,18.7423757595489
37.567751667726796,17.60516319034665
36.82315059366145,17.23625793377845
35.7206668353462,16.83871084739775
34.947239203476855,16.55966576722665
33.79679475798605,16.29450875375775
33.0041355045941,16.11166088811515
31.820978504839147,15.99155453109665
31.0203860438127,15.9101268113833
29.83002846436125,15.94422589389735
29.83002846436125,15.94422589389735
27.8663008729747,16.14618692436335
27.8663008729747,16.14618692436335
25.939361841054648,16.574878950014153
25.939361841054648,16.574878950014153
22.2617553641572,18.00526441165275
22.2617553641572,18.00526441165275
18.88187729869815,19.989953507619752
18.88187729869815,19.989953507619752
17.27085611855885,21.09393823858335
17.27085611855885,21.09393823858335
15.67212944968405,22.21601713029215
15.67212944968405,22.21601713029215
14.05626794550335,23.3127570683493
14.05626794550335,23.3127570683493
12.3959154162568,24.3394014368748
12.3959154162568,24.3394014368748
8.82834275656283,26.01120703507955
8.82834275656283,26.01120703507955
6.916729900816021,26.588661282848598
6.916729900816021,26.588661282848598
4.95792232647124,26.9780000063055
4.95792232647124,26.9780000063055
2.97103518497269,27.18186630911745
0.709280743676968,27.194276633574802
-0.951221472801722,27.0461999255424
-2.12693682724995,26.875345799388597
-2.8217609907041847,26.6635999913544
-5.208222963025765,25.64092993752735
-6.20348155625057,24.923560825970952
-7.217729417383556,23.9600862123442
-7.523714465047576,23.4507722910269
-8.242673031838516,22.255069061288047
-8.406206608881096,21.6765811397968
-8.784383406951495,20.340661597256897
-8.79329305221115,19.73257077737125
-8.814023618984299,18.35110721913765
-8.666865682880195,17.753814165046748
-8.666865682880195,17.753814165046748
-8.043917728296915,15.870776919799749
-8.043917728296915,15.870776919799749
-6.9482386555382405,14.17007666518245
-6.9482386555382405,14.17007666518245
-1.91326352399106,10.38829327879892
-1.91326352399106,10.38829327879892
-0.13084024671110006,9.25404852233237
-0.13084024671110006,9.25404852233237
1.5148390308761748,7.93799533944709
1.5148390308761748,7.93799533944709
2.866736771581189,6.33385678911885
2.866736771581189,6.33385678911885
3.7097410443848697,4.55469445020689
3.7097410443848697,4.55469445020689
4.118576236933885,2.789117694549515
4.118576236933885,2.789117694549515
4.517102727045925,-0.8284531973938221
4.517102727045925,-0.8284531973938221
4.84139411146575,-2.61388250931445
4.84139411146575,-2.61388250931445
5.490988951013905,-4.35377663242566
5.490988951013905,-4.35377663242566
8.28065974013486,-7.296628530504765
8.28065974013486,-7.296628530504765
10.12449574192232,-8.222428085203966
10.12449574192232,-8.222428085203966
12.09568319725115,-8.84876649262552
12.09568319725115,-8.84876649262552
14.24898761618655,-9.29442424852892
16.1702833862316,-9.603691315794995
18.2000292339367,-9.95133901962358
18.2000292339367,-9.95133901962358
20.1484075118001,-10.37718286502831
20.1484075118001,-10.37718286502831
22.06424248721285,-10.901621928772279
22.06424248721285,-10.901621928772279
23.953628405785402,-11.51509592295468
23.953628405785402,-11.51509592295468
25.816182002319152,-12.206194050893526
25.816182002319152,-12.206194050893526
28.438285413299802,-13.331874230962375
31.260460490338247,-14.6375065117814
33.07829479326875,-15.5771201517257
33.07829479326875,-15.5771201517257
34.85019934624145,-16.636109584568
34.85019934624145,-16.636109584568
36.49103514038775,-17.883017213601953
36.49103514038775,-17.883017213601953
37.906135082871,-19.374689995623747
37.906135082871,-19.374689995623747
38.9660187117405,-21.098094039523097
38.9660187117405,-21.098094039523097
39.597972420938305,-22.9524039117048
39.597972420938305,-22.9524039117048
39.692927828361604,-26.851818538276852
39.59218454210645,-27.57045621349065
39.21173241145905,-28.7537621674338
38.63567571864975,-30.15059971655525
37.350333052085844,-32.251729244867
36.9100104496417,-32.858917106588706
36.00697926121195,-33.73866741817195
35.48294209862645,-34.2497755842408
34.42059771234595,-34.9609052676393
33.82751657010695,-35.358438999166054
32.640899184827646,-35.8559418165559
31.2501172983491,-36.29104171439475
28.87407688896115,-36.651968211486746
28.05598603186545,-36.716177476224
26.94476173910425,-36.6968074895307
26.94476173910425,-36.6968074895307
25.015206384728,-36.6044467221634
25.015206384728,-36.6044467221634
23.0887194232388,-36.4502253396751
23.0887194232388,-36.4502253396751
21.14754451528625,-36.3072400008083
19.05354231365125,-36.2191294389215
17.113275135973552,-36.19057968024785
15.11837033023355,-36.1789575295542
13.06790842952835,-36.1475703053896
13.06790842952835,-36.1475703053896
11.04743724565241,-36.05890475895245
11.04743724565241,-36.05890475895245
9.033992344663005,-35.87483027402925
9.033992344663005,-35.87483027402925
7.053060593785035,-35.56447916033715
7.053060593785035,-35.56447916033715
5.132233955561794,-35.12975861171995
5.132233955561794,-35.12975861171995
3.23846411809867,-34.5918175709043
3.23846411809867,-34.5918175709043
1.3657020971087164,-33.98338616743545
1.3657020971087164,-33.98338616743545
-2.379421903495201,-32.6603561501312
-2.379421903495201,-32.6603561501312
-6.13031869849749,-31.2445849531534
-6.13031869849749,-31.2445849531534
-7.9843997241555495,-30.482654847799502
-7.9843997241555495,-30.482654847799502
-9.81589089115843,-29.669931979586
-9.81589089115843,-29.669931979586
-11.60818343536995,-28.8058299375796
-11.60818343536995,-28.8058299375796
-13.36982387723255,-27.8923422565174
-13.36982387723255,-27.8923422565174
-16.836662113950148,-25.96006005598855
-16.836662113950148,-25.96006005598855
-18.5545288024323,-24.96626030526145
-18.5545288024323,-24.96626030526145
-20.2795874898849,-23.96310055745585
-20.2795874898849,-23.96310055745585
-22.01789900462995,-22.9431019060298
-22.01789900462995,-22.9431019060298
-25.432231674912053,-20.800701178675197
-25.432231674912053,-20.800701178675197
-27.0744673296861,-19.632926334723848
-27.0744673296861,-19.632926334723848
-30.12524150626495,-17.0058967686144
-30.12524150626495,-17.0058967686144
-31.47780222705665,-15.5245884170075
-31.47780222705665,-15.5245884170075
-32.6797649375718,-13.94252542174835
-32.6797649375718,-13.94252542174835
