,spline,x,y,kappa
3800,0.0,23.059954121271744,17.63560136129794,-0.0943307312292906
3840,0.0,23.601310794311576,16.239847666296356,-0.0560459990590631
3880,0.0,23.59637232559813,15.0867129841906,-0.0972907415201903
3920,0.0,23.722844683321668,13.715604167248229,-0.1656740751276793
3960,0.0,23.40866005431949,12.365007536602802,-0.1681724157451765
4000,0.0,23.111833671740733,11.087927233159832,-0.1262868872682171
4040,0.0,22.286504661737457,9.870361505507658,-0.0259444927619748
4080,0.0,21.4058189995488,9.013416194001524,0.0409908615652867
4120,0.0,20.60445411954438,8.335593489339773,0.0963684720600778
4160,0.0,19.487407471845327,7.777009358048614,0.0958246397723994
4200,0.0,18.58843970982377,7.214740408775526,0.0954894091033442
4240,0.0,17.75151982432658,6.449873940336457,0.0880994168914698
4280,0.0,17.06114942841737,5.374792293427629,0.1545814108490495
4320,0.0,16.41026706031611,4.640299260902607,0.1237478507448913
4360,0.0,15.873153685438051,3.729081239340453,0.1200291969194971
4400,0.0,15.392255719593258,2.723412246725565,0.0507891945927523
4440,0.0,15.134804753351654,1.7731225563142574,0.0545126041385329
4480,0.0,14.93837000340934,0.7482945450489645,0.0390063652325859
4520,0.0,14.956363420742733,-0.2931224721551382,0.008766789980693
4560,0.0,14.963606282389764,-1.3630360809543838,-0.0091049487600405
4600,0.0,14.99610452732494,-2.323709629846588,-0.0033687579321361
4640,0.0,15.062134311335887,-3.381874227596222,0.0464913805455761
4680,0.0,15.257559647912704,-4.395800037038946,0.0821865149855987
4720,0.0,15.5032767671617,-5.322352246452497,0.1423626263828813
4760,0.0,15.849448312298623,-6.169447663005733,0.2473165509146112
4800,0.0,15.843130276876249,-7.142279077017227,0.2820919858842224
4840,0.0,16.579607928719224,-8.270216267402493,0.1791173041965654
4880,0.0,17.5638338669805,-9.00163264341884,0.0766476422106533
4920,0.0,18.649587567767693,-8.795494853547288,0.0568693439146247
4960,0.0,19.62713443774358,-8.912195080905295,0.1900956795822121
5000,0.0,20.58141509948149,-9.421159542103512,-0.0393771642889549
5040,0.0,21.58468908001082,-9.557904705820745,-0.0143133589563672
5080,0.0,22.502578232051583,-9.586447833632132,-0.1781628664407576
5120,0.0,23.50873641612256,-9.44113053790193,-0.2207999699730264
5160,0.0,24.737295763532263,-8.86334837468449,-0.1748142219968636
5200,0.0,25.910443566178056,-9.508587569080808,-0.1384246674635008
5240,0.0,27.03798505378653,-9.919944849021316,-0.0275648767258289
5280,0.0,28.23266518464419,-10.24803846529866,0.1001936035076446
5320,0.0,28.953677154548096,-10.73181902799884,0.1576807827974477
5360,0.0,29.53741484449253,-11.636951826623516,0.1783800885383641
5400,0.0,30.507149572289965,-12.212388044733576,0.1726484053576902
5440,0.0,31.257622612395156,-12.500379686439642,0.1513308231522961
5480,0.0,32.50814013271916,-12.765919467777158,0.1275902026095931
5520,0.0,33.86520857515601,-12.884890210043611,0.1021894081060112
5560,0.0,34.80607694896004,-12.58241835536902,0.1016572296018186
5600,0.0,35.87810014434391,-12.281808600094246,0.0955623898009881
5640,0.0,36.69855701966406,-12.04608143944449,0.0940853107809113
5680,0.0,37.71153579036688,-11.585584189356178,0.0840695615529079
5720,0.0,38.49338554267812,-10.945253015126148,0.0752410388197846
5760,0.0,39.34123106242311,-10.28488154654242,0.0708030012646563
5800,0.0,40.43275294735349,-9.893230291788877,0.1104827492261852
5840,0.0,41.18861019525104,-9.130152556696803,0.1073007083513692
5880,0.0,41.826036125382366,-8.2631060128544,0.1043699820776624
5920,0.0,42.3862321888695,-7.274528049584153,0.15262205266344
5960,0.0,42.98862553199713,-6.165980745336832,0.1329877164519518
6000,0.0,43.39124362506752,-5.072601026870225,0.1401865894718963
6040,0.0,43.59669739503725,-3.763752261745048,0.0648245809338095
6080,0.0,43.64673375493861,-2.511122195069811,0.0494830286615565
6120,0.0,43.655730107275545,-1.1986662161858332,-0.0009441134608045
6160,0.0,43.34403455891781,-0.0279690959009843,-0.0857789160777292
6200,0.0,43.06691372924183,1.195445307962006,-0.0440695622102367
6240,0.0,43.00624722624933,2.2191470663408297,-0.0613977746399704
6280,0.0,42.90019321223596,3.2783624116538777,-0.1413953723206215
6320,0.0,42.89437559566317,4.411239504107551,-0.1355276654217135
6360,0.0,43.04068724905187,5.399064387045155,-0.132142503088239
6400,0.0,43.34562035298308,6.491051591357148,-0.1261137531452549
6440,0.0,43.72575830755726,7.505032270651713,-0.1327342495447646
6480,0.0,44.30869499375537,8.518861888941215,-0.1262879374940366
6520,0.0,44.98177430703883,9.412323638086024,-0.1344390210536083
6560,0.0,45.82187879199347,10.186356147064588,-0.1128337414788684
6600,0.0,46.79085862068233,10.829132166630048,-0.1034509989201555
6640,0.0,47.79095490218924,11.249710042206818,-0.0891003189415809
6680,0.0,48.82914426092779,11.606024237430285,-0.0970473963303831
6720,0.0,50.04673713372433,11.83683941348358,-0.0795144232173773
6760,0.0,51.23108670876421,11.940013332501737,-0.0660461371243616
6800,0.0,52.44160683070695,11.907740429759327,-0.0302101803299002
6840,0.0,53.6339456082528,12.438303805953856,-0.0733859326089556
6880,0.0,54.75533851919041,12.168534566251136,-0.0847136603383563
6920,0.0,55.87413104090663,11.936824001880606,-0.096488031643129
6960,0.0,56.94504944387568,11.539141812098864,-0.103676228085457
7000,0.0,57.91954578587193,11.060933970142615,-0.1011460070128215
7040,0.0,59.00068452849183,10.313933911547306,-0.0645789899844967
7080,0.0,59.84782499550941,9.677866027075588,-0.0574506127547229
7120,0.0,60.7306254115481,8.915400854698742,-0.0667007381199854
7160,0.0,61.37467331144839,8.094900649877495,-0.1319909389160139
7200,0.0,62.02557423443458,7.121166481835584,-0.1596352900105151
7240,0.0,62.36433359885992,6.212234038722991,-0.2185996843359155
7280,0.0,63.11443692535365,5.166422869244785,-0.176679326205108
7320,0.0,63.90215473697224,3.766778046811716,-0.1381152546737804
7360,0.0,63.79959258820201,1.8657099864712023,0.0103368841624861
7400,0.0,63.07898199805615,0.8355818106422878,0.0106614233327211
7440,0.0,62.71406229596097,-0.2205920153735363,0.0232661727142643
7480,0.0,62.31736028170496,-1.3689772372021758,0.0339961213854946
7520,0.0,61.8736235864808,-2.4494744229817504,0.0109796053465767
7560,0.0,61.4378860925599,-3.673793635900321,0.0466348424990395
7600,0.0,60.9776589055552,-4.879847360747322,0.057279994095684
7640,0.0,60.474314993330665,-6.080063248188788,0.0086834838284915
7680,0.0,60.01661210725045,-7.368062145863882,-0.0334448521728203
7720,0.0,59.56152933833019,-8.58204895147849,-0.1088000420082815
7760,0.0,59.08526851973415,-9.878438475467034,-0.1612930815294808
7800,0.0,58.76969033306307,-11.235523947282209,-0.1451886612876021
7840,0.0,58.02584642268431,-12.455112322232123,-0.0731279359644927
7880,0.0,57.09903309070528,-13.431213443936564,-0.097030007195923
7920,0.0,55.967281419164046,-14.36520312799957,-0.0098335940120989
7960,0.0,54.70167823291918,-14.96029810478757,0.055128873423409
8000,0.0,53.44515086651853,-15.561076026092186,0.095473510411013
8040,0.0,52.12991202110757,-16.07201114018072,-0.0121963045881489
8080,0.0,50.93536932775,-16.96889976337356,-0.0643240870723631
8120,0.0,49.70784974105879,-17.79311743934717,-0.0820740800471766
8160,0.0,48.689719300825445,-19.00502707968027,-0.0623413998768343
8200,0.0,47.40494968400221,-19.81318214308384,-0.0322390424413205
8240,0.0,45.994300343441616,-20.567709946337335,-0.0063564662048508
8280,0.0,44.47993308018403,-21.122724926430024,0.0064611631370599
8320,0.0,42.88329304594123,-21.50211994941173,0.0021629002655909
8360,0.0,41.36955082685852,-21.912511340890127,0.002291405029444
8400,0.0,39.80175931366701,-22.33660534434833,-0.002312899883224
8440,0.0,38.24612602574541,-22.67620855690112,-0.0109206638746112
8480,0.0,36.79073515807723,-23.038497861588876,-0.0335316003944799
8520,0.0,34.99263392353621,-23.66772443041604,-0.0347740521725173
8560,0.0,33.350915691630775,-24.09825142539069,-0.0340928515845129
8600,0.0,31.699557282308387,-24.574540628098397,-0.0342058971573355
8640,0.0,29.8971370227252,-24.909756151230766,-0.0357530661311865
8680,0.0,28.21014238489571,-25.153532247936237,-0.0358976395281327
8720,0.0,26.34829873450142,-25.268514373014536,-0.0362423132222084
8760,0.0,24.62267328051473,-25.37836028440041,-0.0281213941546348
8800,0.0,22.849436123458013,-25.36037014955729,-0.026295808228401
8840,0.0,21.16077570672628,-25.180260597925745,-0.0311839601690628
8880,0.0,19.451804272039883,-24.988501744813743,-0.0312982370566003
8920,0.0,17.864532758085115,-24.632373083207064,-0.0325718173884232
8960,0.0,16.249832505530737,-24.238930095286463,-0.031979419107362
9000,0.0,14.62581807462976,-23.756189455788306,-0.0366260696239615
9040,0.0,13.278697582351228,-23.26313286478226,-0.0629639779662915
9080,0.0,11.737998492081385,-22.72429237208775,-0.0637714957086296
9120,0.0,10.379597035262028,-22.09299022112566,-0.0725020464262843
9160,0.0,8.983993784097455,-21.407586987797952,-0.070775920375283
9200,0.0,7.601467291566518,-20.51898584623948,-0.0754284564340256
9240,0.0,6.32190588881133,-19.60444244928621,-0.0695752908136507
9280,0.0,5.358943549672089,-18.70054838187166,-0.0635751013482813
9320,0.0,4.356602736874489,-17.571779305377348,-0.0631918941524691
9360,0.0,3.4847039876520256,-16.349976042717053,-0.0566074569814352
9400,0.0,2.712227941374516,-15.11093924442075,-0.050588558890749
9440,0.0,2.0450066796523454,-13.874947646529904,-0.04871652458646
9480,0.0,1.4848600203563842,-12.457744661867654,-0.0360762593739987
9520,0.0,1.085842605433003,-11.11734809387336,-0.0332705332259704
9560,0.0,0.687818346313549,-9.664945705019472,-0.0230314877404757
9600,0.0,0.475621270896475,-8.279085055950961,-0.021262047169684
9640,0.0,0.302022475907136,-6.873063599040601,-0.0145872038105025
9680,0.0,0.1912443620641886,-5.377656828762286,-0.0135399971556454
9720,0.0,0.1500007022678729,-3.896387640670966,-0.0130366891975041
9760,0.0,0.101854178462692,-2.4505392373133392,-0.0115507006457506
9800,0.0,0.0638438286665477,-0.868522982647576,-0.009306741000726
9840,0.0,-0.0384709448485154,0.6995587916229373,0.0012789075115942
9880,0.0,0.0561979231848085,2.294051961030579,0.0005070186673365
9920,0.0,0.0284622794843589,3.871594499730728,0.0131297507334042
9960,0.0,0.1384623278755588,5.496688867937844,0.0024279713984236
10000,0.0,0.4054809092553847,7.280287460772048,0.0024355777733788
10040,0.0,0.4957026253798849,8.786206561124285,0.0008918514154508
10080,0.0,0.5079924477499925,10.529374320918407,-0.0496642713954608
10120,0.0,0.5318059076555421,12.23905481706688,-0.0087135943873402
10160,0.0,0.8092870068176933,14.162152413297912,-0.0051467926073054
10200,0.0,0.947763326736748,15.744007735778066,0.0124541496305689
10240,0.0,1.2266119018569983,17.42316209539266,0.0244326244741584
10280,0.0,1.392858950322271,19.127396397239764,0.0133825757807646
10320,0.0,1.541721536537415,20.60936706085199,0.0588993131299968
10360,0.0,1.7595865197882112,22.23882812539507,0.0037179294909015
10400,0.0,1.8697664145725217,23.458942216089323,-0.0322407949953339
10440,0.0,2.0770210272752663,24.698786158878814,0.0301096489422562
10480,0.0,2.2169043757689484,25.83859587518537,-0.0470339215236983
10520,0.0,2.234040618418861,26.882594910204837,-0.0304513024397018
10560,0.0,2.1785339299083057,28.048543345719576,-0.1167137203885946
10600,0.0,2.362919366464567,29.077523386246227,-0.1964942791249924
10640,0.0,2.579362858060628,30.1680763542438,-0.1817077780248222
10680,0.0,3.0269268971478125,31.31545892638795,-0.1575265514373645
10720,0.0,3.602818583253212,32.36221262070976,-0.1210939392625865
10760,0.0,3.974057130648292,32.720658372278145,-0.1145934468602482
10800,0.0,5.341792543014915,33.56396851083496,-0.1173273201036508
10840,0.0,6.245965968404881,33.99326044176685,-0.1174407359650577
10880,0.0,8.12537852668278,34.51900795484864,-0.1190852585801053
10920,0.0,9.715393245865164,34.77102189046314,-0.111936699138148
10960,0.0,10.81297027627002,34.87449472071958,-0.1078322832738112
11000,0.0,11.935361511537248,34.78019110848118,-0.0940667417342719
11040,0.0,13.018424503982043,34.5351292705281,-0.0824852819467801
11080,0.0,13.887625684721367,34.01955267508233,-0.0928689666392127
11120,0.0,14.669843673654084,33.6245078589521,-0.0927557830614882
11160,0.0,15.77919127874692,32.95227886289301,-0.0817603336496993
11200,0.0,16.687577259106185,32.294834836445425,-0.0753560296332808
11240,0.0,17.52963202846613,31.576130752903104,-0.066693042949233
11280,0.0,18.412931780106973,30.600047008986973,-0.0560554814214996
11320,0.0,19.234593048643365,29.602755159986764,-0.0151472751150936
11360,0.0,19.88327606960321,28.39452259379471,-0.016447361687641
11400,0.0,20.47360714666582,27.22308301363825,-0.0172210897580225
11440,0.0,21.066626227881557,26.12110050483037,-0.0365618321561494
11480,0.0,21.598450299941085,24.840147816390964,-0.0240558837370967
11520,0.0,22.010225787685897,23.52173083433655,0.0085549895550684
11560,0.0,22.34009914724716,22.38634857204079,0.0060462397706774
11600,0.0,22.58732120720389,21.035642223983157,0.0369651372852406
11640,0.0,22.837365687430708,19.737575750034345,-0.0028822856120602
11680,0.0,23.09300205681992,18.49123186442836,-0.0458042238352238
11720,0.0,23.38511862365973,17.23231069139789,-0.0397239611228767
11760,0.0,23.47277737320787,16.025733797654336,-0.1149060759498111
11800,0.0,23.500606158254914,14.921463046069476,-0.1454528777327968
11840,0.0,23.48842153693069,13.733331476956414,-0.2025001856679989
11880,0.0,23.401553943792926,12.635814730321842,-0.1999640775248229
11920,0.0,23.226590656951306,11.1340195852711,-0.1594003628822256
11960,0.0,22.28619278078945,9.768436111855468,-0.0286329804968907
12000,0.0,21.351046645161585,9.11459262685359,-0.0567269775128465
12040,0.0,20.45444324152052,8.303886004750398,0.0050926026213326
12080,0.0,19.340379874086928,7.669462904232805,0.1339866047506239
12120,0.0,18.346605477997915,6.978149363243862,0.140697576507348
12160,0.0,17.418273680332547,6.145418483913274,0.1387923045937499
12200,0.0,16.67121103107126,4.922657573451509,0.1116944409433083
12240,0.0,16.056637241769355,3.952905264741024,0.1489090852274901
12280,0.0,15.393897740369122,2.680033977214649,0.1055825393224684
12320,0.0,15.02839091586377,1.607823224551727,0.0485594332360211
12360,0.0,15.043111474847572,0.4072987102134612,0.0750319586868931
12400,0.0,14.97283797786794,-0.8192388138224268,0.0262221882245098
12440,0.0,15.17769647218567,-1.944266464602144,0.0048908706452516
12480,0.0,15.312691538441946,-3.009292975584452,0.009764203469512
12520,0.0,15.564809789252406,-4.0815775211307255,0.1252041582897304
12560,0.0,15.813744362108796,-4.92338744463718,0.2397546105776284
12600,0.0,15.967832649062844,-5.911677586622259,0.2543612025014279
12640,0.0,16.387159277666306,-6.908845541435333,0.2183852343205048
12680,0.0,17.04585715674775,-7.735750928541097,0.1565358400940585
12720,0.0,17.789608624302613,-8.242157039321004,0.1320545334702704
12760,0.0,18.698576034107525,-8.619760089260854,0.1056137242818964
12800,0.0,19.530985925897035,-9.05485099921876,0.0594033227345951
12840,0.0,20.344615145446124,-9.682232291816549,-0.0056325375251079
12880,0.0,21.13459296444122,-9.680671828656576,-0.0864900080427052
12920,0.0,22.01762784791601,-9.625441922781794,-0.1459631463228424
12960,0.0,23.083846805309907,-9.412919562876892,-0.1193544272574602
13000,0.0,23.92663703114679,-8.800477518929839,-0.1390036287321824
13040,0.0,24.9136627391568,-8.931091420372873,-0.1499661231388109
13080,0.0,25.97440305970844,-9.138048849288204,-0.1263502361395742
13120,0.0,26.92758537153384,-9.483673011823337,-0.0428553362578277
13160,0.0,27.724226424791205,-9.916242618795344,-0.073212804825178
13200,0.0,28.620869285221143,-10.414234503164767,0.106143049195201
13240,0.0,29.389442871475765,-10.95264583378465,0.2065348427708034
13280,0.0,30.05702691483691,-11.864297214081908,0.1577772152336893
13320,0.0,30.876406971975666,-12.282203852967315,0.1439368694309643
13360,0.0,32.0142397846415,-12.609372423904762,0.1270252908177353
13400,0.0,32.79148263823969,-12.695315464030475,0.120856348889452
13440,0.0,33.82994192578042,-12.758687423493614,0.1004852458907924
13480,0.0,34.81442769081196,-12.599396866051569,0.0709757701572912
13520,0.0,35.5971124488201,-12.352230525249643,0.0865513499818621
13560,0.0,36.46211256733,-12.024484811790838,0.0977985427927179
13600,0.0,37.38492765985121,-11.545510539149964,0.091312916841431
13640,0.0,38.22064184252094,-11.041374309000496,0.0955834547374817
13680,0.0,39.07920939433749,-10.457645270220803,0.1000740018565299
13720,0.0,39.91049816346884,-9.85795776892888,0.1001751451470477
13760,0.0,40.69087684858146,-9.073831178423276,0.1012718394709166
13800,0.0,41.41962186845267,-8.153860682177644,0.1015339046153542
13840,0.0,42.16064500939692,-7.140174542657814,0.1204351810232034
13880,0.0,42.723144484373904,-5.967996687348954,0.0881556664409129
13920,0.0,43.02217844320976,-4.673855030210554,0.0713164633130542
13960,0.0,43.3380956471203,-3.510668126623671,0.10273689341999
14000,0.0,43.47130066891744,-2.272097646341253,0.0400907175188042
14040,0.0,43.32295815736606,-0.751042297953111,0.0073684859562512
14080,0.0,43.26153157881106,0.4125405600032957,-0.0186799676465327
14120,0.0,43.23080579178138,1.6421324396299122,-0.0755092617425421
14160,0.0,43.03963365770798,2.777056368896968,-0.1521331011838288
14200,0.0,42.94788388384392,4.108071524765306,-0.1523047254036657
14240,0.0,43.057498078933534,5.430278304100985,-0.1446906647529271
14280,0.0,42.92295726986911,6.856895372206062,-0.1457046748262367
14320,0.0,43.33257360573278,7.995546305651453,-0.1393060635283546
14360,0.0,44.01312456566787,9.161641527156055,-0.1504850559805877
14400,0.0,44.89457726208349,10.27291539485529,-0.1347866439819279
14440,0.0,45.76964741895711,11.105390073159294,-0.0970074894291038
14480,0.0,46.817284828022885,11.706664879423414,-0.0928811303093353
14520,0.0,48.03051950709105,12.248924239443062,-0.0804775153817066
14560,0.0,49.11340574789887,12.5001953655209,-0.0770570062733462
14600,0.0,50.21031415841952,12.648867099942136,-0.0739963849724814
14640,0.0,51.31411308261122,12.622263813779256,-0.0791207789607277
14680,0.0,52.34396472999618,12.582687717272783,-0.0842377722346408
14720,0.0,53.53054880401347,12.458051356121514,-0.088809602710229
14760,0.0,54.6937158947819,12.227473886947095,-0.0874908655775276
14800,0.0,55.867140446422525,11.89437080083877,-0.0875009863429662
14840,0.0,56.973401111477706,11.423856538311563,-0.0813259883004119
14880,0.0,58.02053891936588,10.92650184346224,-0.0759631411449321
14920,0.0,59.05606389663672,10.315494455731171,-0.0669181366386452
14960,0.0,60.0739879492949,9.58904906043302,-0.0626881965037188
15000,0.0,60.77464990949083,8.882720299432888,-0.0628957809589523
15040,0.0,61.37710647887185,7.768769512111024,-0.102115797811242
15080,0.0,61.81073177361273,6.556340651044001,-0.1507562331086823
15120,0.0,62.27288421216598,5.615405302030279,-0.1678054495557935
15160,0.0,62.89205962143107,4.393713801483692,-0.16420721747508
15200,0.0,63.17765948874677,3.008546196119082,-0.1098036599611761
15240,0.0,63.1714550055231,1.850699774438211,-0.073167694534239
15280,0.0,62.892786015396645,0.4305446432602414,-0.0005179346844054
15320,0.0,62.60169732148169,-0.6104080842671799,0.0118019228566012
15360,0.0,62.224168041426175,-1.8589096956400744,0.0439295389929887
15400,0.0,61.68402470056391,-3.0163357680703218,0.0355883254957686
15440,0.0,61.228117386683934,-4.237394265230385,0.0589450232106538
15480,0.0,60.761974089098935,-5.68765703016138,0.0281470604250116
15520,0.0,60.11814979524049,-6.861757518165932,-0.0346492806778992
15560,0.0,59.73194044986815,-8.12393155963924,-0.0642787979629167
15600,0.0,59.28327919248793,-9.336160491817411,-0.1380905414634824
15640,0.0,58.92085085387277,-10.782604380782043,-0.1518557973063395
15680,0.0,58.31353086933663,-12.022437125014608,-0.108480624801381
15720,0.0,57.69875376998955,-12.80484743575926,-0.0792963495861553
15760,0.0,56.30508672509564,-14.171911835052486,-0.003656740422223
15800,0.0,55.1065069169066,-14.696699082219324,0.0639525755430351
15840,0.0,53.91562474254698,-15.51528417915194,0.0994491941717942
15880,0.0,52.4146159620224,-15.942035972976011,-0.002221217686404
15920,0.0,51.32518379301858,-16.709404365541715,-0.0222968996138725
15960,0.0,49.95266998068322,-17.60877684863349,-0.0794433506273482
16000,0.0,49.11098089659368,-18.747470682317083,-0.0452826844744902
16040,0.0,47.86444258955392,-19.600756632212452,-0.0245526422618277
16080,0.0,46.44708512688584,-20.37237767811952,-0.0200771947852293
16120,0.0,44.7166924580432,-21.1258309470859,0.0084229481583391
16160,0.0,43.25362217825735,-21.335190899450502,0.0086619070579904
16200,0.0,41.52440554668266,-21.759839847983557,-0.0004826757143541
16240,0.0,40.03896882631358,-22.16910423340357,0.0063377025365758
16280,0.0,38.27521225972362,-22.73176168212482,-0.0182612820800073
16320,0.0,36.59811236429557,-23.175021836548424,-0.0314039154351404
16360,0.0,34.98679215955063,-23.738509719566537,-0.0310884001511135
16400,0.0,33.51272104063973,-24.151723979228088,-0.0272503439524736
16440,0.0,31.605226322958963,-24.59877680821143,-0.0273778796301944
16480,0.0,30.17325367036165,-24.874878180991807,-0.0266131313184461
16520,0.0,28.42342151658537,-25.10338795485433,-0.0274853546042401
16560,0.0,26.537451914101243,-25.24838716782343,-0.0323028150915496
16600,0.0,24.691740269883333,-25.341437168064868,-0.0294356297488319
16640,0.0,22.95644817552184,-25.33815854815424,-0.029298267482615
16680,0.0,21.06343095577398,-25.20980681266835,-0.0310457838654098
16720,0.0,19.29220652814409,-25.001695717241585,-0.0319299782879013
