Centerline_X,Centerline_Y
55.31525242585712,60.032184725481095
54.76136109045943,59.77269951667155
54.208563267537784,59.50296953299841
53.94651497136513,59.356556012545525
53.39610906949523,59.07462696006544
52.846675628647105,58.78592151231745
52.298221168184604,58.4918094514688
51.750752207471635,58.193660559686656
51.20427526587209,57.89284461913826
50.65879686274983,57.59073141199079
50.11432351746873,57.28869072041146
49.57086174939266,56.988092326567454
49.31561320957549,56.837999470526356
48.77325461564237,56.54344841782608
48.231786547460075,56.253808042456825
47.69121552439249,55.970448126585865
47.15154809022552,55.69473788488201
46.61279912715371,55.427852771471585
46.07500398411302,55.17049265249553
45.53820109309558,54.923285752769544
45.00242888609358,54.68686029710935
44.46766960147639,54.46176876882956
43.933640682887386,54.248206743307044
43.399981650503584,54.04626476548961
42.866332013724104,53.856033365797956
42.33233128194813,53.67760307465274
41.52806976812281,53.423759934181575
40.99242273980023,53.27538904611961
40.45508483163138,53.13919413037699
39.91569555301543,53.01526571737442
39.37389441335151,52.90369433753254
38.556721221373664,52.755928689012215
38.00760237477729,52.67614819654741
37.4547318822832,52.609099601016226
36.897749253290534,52.55487343283935
36.054048600892315,52.49997726425453
35.485056148830225,52.4789891343963
34.910611775419866,52.47119829566529
34.330354990060314,52.476695278482154
33.44557638402463,52.519628341933625
32.84861765945871,52.559810514010735
32.24450673809386,52.61365537140864
31.63288471378978,52.68125117397331
31.01365917459288,52.76230428817978
30.38730135924485,52.85571335382579
29.75435419743735,52.96027427564064
29.115361130484594,53.07478218542582
28.4710221825085,53.1977956593818
27.822413983485376,53.32730432092538
27.17066863019857,53.46121399765916
26.51691821943141,53.59743051718574
25.86229484796718,53.73385970710773
25.207930612589223,53.86840739502771
24.554957610080802,53.99897940854831
23.90450793722525,54.1234815752721
23.2577136908059,54.23981972280171
22.61570696760603,54.34589967873973
21.979619864409003,54.43962727068876
21.657370888756,54.488269134921644
21.030770210478146,54.56220705960591
20.412840335307738,54.618701456289514
19.804713360027996,54.65565815257509
19.207521381422332,54.670982976065226
18.622396496273957,54.66258175436251
18.322060612489146,54.665622545072196
17.75549156294239,54.62064105959971
17.203740789957557,54.546842364922725
16.920935810869523,54.514894559443206
16.391953025204785,54.39671597933422
15.880539699206597,54.244629026009086
15.61964853065708,54.16956725138863
15.135215343697503,53.96530079096924
14.891368329863539,53.856982274170534
14.436484788039367,53.59577585872097
14.211629887072828,53.45058932287657
13.788135931551334,53.12898876521593
13.385802643970923,52.76669094310415
13.192403372235983,52.560761591190975
12.819591844508713,52.14158416161107
12.463709327436352,51.68967870594389
12.29575775625213,51.43506261090438
11.961120666058378,50.94223158534794
11.638237997904941,50.42647316660588
11.325048742924194,49.89164398642134
11.019491892248602,49.34160067653765
10.71950643701058,48.780199868698034
10.423031368342539,48.21129819464568
10.128005677376951,47.638752286123946
9.832368355246182,47.06641877487594
9.534058393082702,46.498154292645
9.231014782018931,45.937815471174346
8.921176513187275,45.38925894220719
8.602482577720206,44.85634133748685
8.27287196675009,44.34291928875646
7.9302836714094,43.85284942775937
7.39015126740947,43.155191369891995
7.006973956144867,42.73656141561285
6.398579507201978,42.15478014371271
5.97220272901463,41.81306002962512
5.3040433762846035,41.33291978201386
4.842486839964197,41.05253247701344
4.368765626061936,40.79296478177257
3.884339545262262,40.551042058695
3.3906684082495935,40.32358967018452
2.8892120257084155,40.10743297864492
2.129759459909744,39.77383217508546
1.6157221283464704,39.57312166888464
1.0988435478522027,39.37331728324449
0.5805835291113577,39.17124438056875
0.06240188280835135,38.96372832326121
-0.20126708842214835,38.869923153144455
-0.7164290799714437,38.64448366918653
-1.228113398724175,38.40761339256824
-1.7352383731925003,38.15856776889228
-2.236722331888503,37.89660224376145
-2.7314836033243375,37.62097226277845
-3.2184405160121368,37.33093327154603
-3.696511398464029,37.02574071566691
-3.9335264104753476,36.85880456092866
-4.395965102503801,36.52908047183671
-4.846837314376893,36.182834818527816
-5.285061374606838,35.81932304660465
-5.49631579015732,35.618579890536424
-5.913077632265065,35.22890931041988
-6.314866411219549,34.82102207300929
-6.702184489731411,34.39576818736982
-6.882258132460796,34.16414477982214
-7.248915220522095,33.71590614672178
-7.60314911311448,33.252900622255595
-7.9457602432749725,32.77620051864048
-8.277549044040668,32.28687814809324
-8.59931594844865,31.786005822830674
-8.744146824246835,31.52106762199594
-9.052382038301612,31.005758267017555
-9.35264295563168,30.481498746994774
-9.645730009274072,29.949361374144495
-9.932443632265908,29.41041846068344
-10.213584257644232,28.865742318828527
-10.48995231844612,28.316405260796543
-10.762348247708665,27.763479598804285
-11.031572478468902,27.208037645068664
-11.298425443763946,26.651151711806396
-11.563707576630847,26.09389411123439
-11.828219310106679,25.537337155569446
-12.09276107722853,24.982553157028363
-12.35813331103344,24.430614427828033
-12.625136444558528,23.882593280185187
-12.894559515672679,23.33950605727474
-13.167101537107147,22.80192693058583
-13.443417896589025,22.270218645106343
-13.724058467992082,21.744563851182036
-14.009369698069285,21.2247995837285
-14.299674799295305,20.71072340345069
-14.595296984144866,20.202132871053454
-14.896559465092691,19.69882554724167
-15.203785454613449,19.200598992720273
-15.517298165181915,18.707250768194065
-15.837420809272741,18.21857843436799
-16.164476599360665,17.734379551946915
-16.49878874792041,17.2544516816357
-16.840680467426637,16.77859238413929
-17.36571427848507,16.069987005760147
-17.727602424450403,15.602916025133172
-18.0982490597669,15.139214113752772
-18.477977396909214,14.678678832323886
-18.86711064835208,14.221107741551386
-19.265972026570225,13.766298402140125
-19.674884744038295,13.31404837479505
-20.094172013231088,12.864155220220962
-20.524156826095584,12.41641694370373
-20.965035613246478,11.970886696539248
-21.416666510947998,11.528299627061083
-22.110848906156022,10.868897331702602
-22.587567490749194,10.439370191929157
-23.073492538330633,10.018096619527402
-23.56748112567884,9.60859298940748
-24.068384502400725,9.21439212882881
-24.827719066310188,8.659773718229896
-25.341359429744152,8.317022545106528
-25.858156616014202,8.001130759504251
-26.376961874727158,7.715631188682526
-27.157942745835282,7.345613208067624
-27.94070772030088,7.059120275760094
-28.459299712615305,6.918941416645426
-29.236855893611853,6.791522001944983
-30.266399684835847,6.803189575383038
-31.023123052083683,6.95264830470148
-31.76822305710681,7.222755556126927
-32.25442951450261,7.444537129565267
-32.7360723215713,7.71039614592261
-33.463770840229714,8.193894160525845
-33.93894978556084,8.544793828948553
-34.41228594294169,8.92436532220993
-34.884572152561944,9.328130151379368
-35.35660125461108,9.75160982752614
-35.8291660892787,10.190325861719582
-36.3030594967544,10.639799765029041
-36.52006418909157,10.886637550183412
-36.99631195174648,11.347661550931123
-37.47592446596992,11.807978105291065
-37.95969457195142,12.2631087243325
-38.448415109880614,12.708574919124837
-38.94287891994702,13.139898200737328
-39.4438780967176,13.552600736879517
-39.671973616767644,13.783659681424428
-40.18319806500293,14.161844301890357
-40.70073901994839,14.513910694319168
-40.93894862679937,14.707931624119936
-41.46512756629572,15.01955420845332
-41.99532227121802,15.30256996764134
-42.24420912861858,15.45535042046096
-42.780915546874965,15.694102686132918
-43.31933698927311,15.90175952955127
-43.57942450742573,16.009306240452702
-44.122231391941256,16.168879904934407
-44.66445255931429,16.29486955005426
-44.936264148421444,16.353189254100418
-45.480744486695144,16.427276034863027
-45.76066290655113,16.45055925381841
-46.3063974368063,16.470389631409358
-46.59465531416775,16.456861580857503
-47.14063298418618,16.420085928355217
-47.680841222666075,16.344717848950054
-47.97895667451904,16.27463405807971
-48.510477409554895,16.143223049857554
-48.806847850415,16.038761164004526
-49.32096492288689,15.853920562103054
-49.81637841343483,15.632659670807637
-50.09610905009822,15.48261581035985
-50.560425836564534,15.211555950892613
-50.81971507862506,15.035114219301185
-51.24430138383305,14.716938857041953
-51.47567067784672,14.517291343842484
-51.85303170466216,14.155653537057482
-52.049002497185,13.935992331785561
-52.37247791995013,13.535252313368833
-52.66052831758939,13.106889790996537
-52.793981909720856,12.862601724884522
-53.02921586631413,12.400929807610677
-53.12550593182836,12.142432499059748
-53.313896466320216,11.650206489043104
-53.47550160825915,11.135911995605912
-53.52568228250061,10.859045782087655
-53.649820467253214,10.318922477907401
-53.7526953649067,9.760277988830058
-53.768329726259104,9.468576820773627
-53.84311413164134,8.888828802952975
-53.90215735537831,8.294106898758656
-53.94757805695339,7.685988426872848
-53.981494895849934,7.066050705977902
-53.965247798795474,6.7574778368671335
-53.98725750227673,6.1251018289109
-54.003285448533305,5.484453870468917
-54.01545029704856,4.837111280223478
-54.02587070730587,4.184651376856849
-54.03666533878863,3.528651479051383
-54.049952850980176,2.8706889054893487
-54.067851903363945,2.212340974853035
-54.067403370186625,1.8971917643127791
-54.09978898192246,1.2409807278203933
-54.142308239304285,0.5879316327771157
-54.197079801815505,-0.06037820213478673
-54.266222328939506,-0.7023714582329288
-54.35184855962059,-1.33649293547898
-54.45595519104726,-1.961620956228311
-54.58031301290513,-2.576964260057389
-54.78084928083931,-3.4824695666719916
-54.953792918008034,-4.0664082570169136
-55.1483545007314,-4.635455664865576
-55.450319108572884,-5.4578115402144896
-55.6973905727777,-5.98330500932763
-56.081739837032835,-6.731460845407022
-56.52189879666793,-7.428433045793464
-57.197700534350076,-8.262034533322986
-57.79075727940129,-8.822090571523301
-58.70611216988425,-9.450405205603326
-59.193529595368325,-9.745895139404185
-59.70495751265923,-10.010650720459216
-60.54398499944661,-10.336121073603962
-61.10528116125863,-10.532876138471334
-61.359196087964776,-10.621569431394972
-61.94270708404727,-10.768070564345036
-62.5384853142871,-10.891915582488275
-63.144289154856864,-10.997319738766121
-63.75787698192917,-11.088498286120007
-64.3770071716765,-11.169666477491349
-64.66892743439902,-11.170240689977941
-65.29636167722566,-11.240615407826105
-65.92447477836718,-11.312178385592011
-66.55102511399608,-11.389144876217072
-67.17377106028496,-11.475730132642738
-67.486905327112,-11.478993592893222
-68.1067072909382,-11.588255047665953
-68.7178396222198,-11.718316469104316
-69.31799086910223,-11.872693762057372
-69.64119702413785,-11.92785930965871
-70.22819815749259,-12.127236114647907
-70.79534902570416,-12.353822221478634
-71.11106271741164,-12.461763212048298
-71.64541169486044,-12.731222368839425
-72.14741473409316,-13.02574062241542
-72.430351219004,-13.181274663267345
-72.87861280136943,-13.514766760640809
-73.12562466003004,-13.699114499837133
-73.50686037146552,-14.06904783755786
-73.70668907983381,-14.279877273623537
-74.00761450627658,-14.683719248241317
-74.14900154031059,-14.918698379701343
-74.35658676309357,-15.353880996413922
-74.43050726705462,-15.610355810967448
-74.47305047693493,-15.875755678608893
-74.55766345300297,-16.34552888832882
-74.54636568512642,-16.62452756291096
-74.5551708129494,-17.112273086539624
-74.5019168811889,-17.399202169082244
-74.44802973072319,-17.89860073571675
-74.36470444895167,-18.18779182723957
-74.26124059015356,-18.69252416597714
-74.15970052467293,-18.97832250212091
-74.0185143926688,-19.48267807034366
-73.90542712887051,-19.76193351938269
-73.72998043287483,-20.264252800207156
-73.52726316264632,-20.767171823997877
-73.29858745975176,-21.2700174849684
-73.16360265801893,-21.53581405076416
-72.90500974324972,-22.03449293765741
-72.62316406443128,-22.531730016293565
-72.47261065682252,-22.787198964085935
-72.16379759119629,-23.278834121616278
-71.83443743013763,-23.76765902545264
-71.48584231521335,-24.253000569808478
-71.11932438799015,-24.734185648897387
-70.94445101358812,-24.971997222739578
-70.55670257872414,-25.44475455439328
-70.15373700017808,-25.911986975343154
-69.73686641951676,-26.373021379802644
-69.54400201038001,-26.596306844934603
-69.11024427419483,-27.04678301527993
-68.66528720451112,-27.48969272369806
-68.21044294289572,-27.92436286440244
-68.00088966675762,-28.132766479001802
-67.53350160173522,-28.5547478989131
-67.05893201339799,-28.967121305673746
-66.57849304331265,-29.36921359349729
-66.3535530679064,-29.56237961574179
-65.86488932924067,-29.94966832444072
-65.37240575773127,-30.325729146786127
-64.87614716571488,-30.690703469942882
-64.37612843632222,-31.044751916115004
-64.13378626020578,-31.218370685978254
-63.62678599287556,-31.557677725301765
-63.116136739913806,-31.886357898184777
-62.60185338445129,-32.20457182683122
-62.08395080961863,-32.51248013344516
-61.56244389854661,-32.81024344023058
-61.03734753436598,-33.09802236939145
-60.7740604675551,-33.24334116363737
-60.24272294808774,-33.517164548262535
-59.70790712725649,-33.78130256580729
-59.16962788819198,-34.035915838475646
-58.62790011402504,-34.28116498847159
-58.0827386878863,-34.51721063799913
-57.534158492906506,-34.74421340926227
-56.98217441221635,-34.96233392446503
-56.69983345646879,-35.0739758576003
-56.14244487175688,-35.2790650789203
-55.581763553079355,-35.47557105472404
-55.01780438356698,-35.663654407215475
-54.45058262611444,-35.84348141457085
-53.880120764745556,-36.015325902017494
-53.3064686861399,-36.17955736378368
-52.729772430256645,-36.3365456223982
-52.15020549627629,-36.48665961931758
-51.56794138560696,-36.63026829592689
-50.98315359965701,-36.76774059361114
-50.39601563983453,-36.899445453755405
-49.806701007547844,-37.02575181774473
-49.21538320420524,-37.14702862696413
-48.622235731214815,-37.26364482279868
-48.02743208998496,-37.375969346633404
-47.43114578192375,-37.484371139853366
-46.83355030843951,-37.5892191438436
-46.23481917094052,-37.69088229998914
-45.63512587083489,-37.789729549675044
-45.034643909530985,-37.886129834286365
-44.43354678843693,-37.980452095208136
-43.832008008961,-38.07306527382541
-43.230201072511505,-38.16433831152321
-42.62829948049655,-38.25464014968662
-42.02647673432449,-38.344339729700636
-41.42490633540345,-38.43380599295033
-40.82376178514171,-38.52340788082077
-40.22321658494758,-38.613514334696944
-39.623444236229176,-38.704494295963954
-39.02461824039484,-38.796716706006805
-38.42691209885268,-38.89055050621056
-37.83049931301101,-38.986364637960264
-37.235553384278134,-39.084528042640954
-36.64224781406214,-39.18540966163769
-36.05075610377139,-39.28937843633548
-35.46125175481401,-39.39680330811942
-34.873908268598285,-39.50805321837452
-34.288899146532515,-39.623497108485836
-33.70639789002483,-39.74350391983842
-32.83804330681346,-39.935862508975816
-32.26224856341693,-40.06899838115693
-31.68956000743937,-40.2079822240686
-31.120151140288954,-40.35318297909584
-30.554195463373944,-40.50496958762372
-29.991866478102565,-40.66371099103727
-29.433337685883025,-40.82977613072154
-28.878782588123606,-41.00353394806157
-28.05317392739365,-41.28525695934825
-27.508953611775063,-41.48000147059805
-26.969238536397352,-41.683618439660364
-26.43409184125406,-41.89630282836866
-25.90357534650561,-42.118247517901985
-25.377750872312554,-42.34964538943933
-24.856680238835235,-42.59068932415975
-24.079559925902103,-42.97804189160728
