spline,x,y,kappa
0.0,-0.16835377407240684,0.20649679373631713,0.0045444304078722875
0.4974276565039556,-0.123214802042073,0.7019412798486613,0.004502021323231569
0.9948553130079112,-0.07924121110202442,1.19746904248373,0.004441424988574437
1.4922829695118667,-0.03639699141804826,1.69307769879389,0.00436262847709682
1.9897106260158224,0.005353866844068333,2.1887648659315087,0.004265608196751419
2.4871382825197776,0.04604737351853817,2.684528161048951,0.004150351614424531
2.9845659390237333,0.08571953843957408,3.1803652012985846,0.004016848569435271
3.481993595527689,0.124406371441389,3.6762736038327772,0.003871153650921163
3.9794212520316448,0.16214388235819574,4.172250985803894,0.00372539510675837
4.4768489085356,0.1989680810242071,4.668294964364302,0.0035795833263718587
4.974276565039555,0.23491497727363597,5.164403156666368,0.003433727821132817
5.471704221543511,0.2700205809406953,5.66057317986246,0.0032878372574142393
5.969131878047467,0.3043209018595977,6.156802651104943,0.003141919489970234
6.632368753386074,0.3488642402517398,6.818530302331668,0.002947332273475559
7.12979640989003,0.3814256063357708,7.314889219052715,0.00280137727039933
7.627224066393985,0.4133017224523545,7.811299640994706,0.0026550791552531028
8.12465172289794,0.4445285984357038,8.307759185310012,0.0025031964433400652
8.622079379401896,0.47514224412003137,8.804265469150998,0.0023282263231217955
9.119507035905851,0.5051786693395501,9.300816109670029,0.0020996028320649698
9.616934692409808,0.5346738839284733,9.797408724019478,0.0017793966374408845
10.114362348913764,0.56366430158823,10.294040893670385,0.001342643512505625
10.611790005417719,0.5922405323778326,10.790705411891812,0.0007329291374249649
11.109217661921674,0.6206014388132362,11.28738550794057,3.3156904174514705e-05
11.60664531842563,0.6489587493790738,11.784063274376111,-0.0007526421067544958
12.104072974929586,0.6775241925599789,12.28072080375788,-0.0015944848495028955
12.601500631433542,0.706509496840585,12.77734018864533,-0.00241851640683014
13.264737506772148,0.7461756369481937,13.43940908148338,-0.0035634706032864304
13.762165163276103,0.776964005679452,13.935869822504152,-0.004422627031268995
14.25959281978006,0.8088779971258548,14.4322327275621,-0.0052820542745540405
14.757020476284016,0.8421293397720349,14.92847988921666,-0.0061417188719401295
15.25444813278797,0.876929762102626,15.424593400027295,-0.00700154392998752
15.751875789291926,0.9134909926022607,15.920555352553441,-0.007861402030511104
16.24930344579588,0.9520247597555728,16.416347839354557,-0.008721108161372528
16.746731102299837,0.9927427920471947,16.91195295299008,-0.009580412699308798
17.244158758803792,1.0358568179617604,17.40735278601947,-0.01042712098505085
17.741586415307747,1.0815785659839023,17.902529431002172,-0.011177875268988264
18.239014071811702,1.1301197645982544,18.39746498049763,-0.011820798028276689
18.73644172831566,1.1816921422894493,18.8921415270653,-0.012355964262194659
19.233869384819616,1.23650742754212,19.386541163264617,-0.012783568395084093
19.89710626015822,1.3150049478863552,20.045278977603356,-0.013187089471425042
0.0,-0.16835377407240684,0.20649679373631713,0.0045444304078722875
0.4974276565039556,-0.123214802042073,0.7019412798486613,0.004502021323231569
0.9948553130079112,-0.07924121110202442,1.19746904248373,0.004441424988574437
1.4922829695118667,-0.03639699141804826,1.69307769879389,0.00436262847709682
1.9897106260158224,0.005353866844068333,2.1887648659315087,0.004265608196751419
2.4871382825197776,0.04604737351853817,2.684528161048951,0.004150351614424531
2.9845659390237333,0.08571953843957408,3.1803652012985846,0.004016848569435271
3.481993595527689,0.124406371441389,3.6762736038327772,0.003871153650921163
3.9794212520316448,0.16214388235819574,4.172250985803894,0.00372539510675837
4.4768489085356,0.1989680810242071,4.668294964364302,0.0035795833263718587
4.974276565039555,0.23491497727363597,5.164403156666368,0.003433727821132817
5.471704221543511,0.2700205809406953,5.66057317986246,0.0032878372574142393
5.969131878047467,0.3043209018595977,6.156802651104943,0.003141919489970234
6.632368753386074,0.3488642402517398,6.818530302331668,0.002947332273475559
7.12979640989003,0.3814256063357708,7.314889219052715,0.00280137727039933
7.627224066393985,0.4133017224523545,7.811299640994706,0.0026550791552531028
8.12465172289794,0.4445285984357038,8.307759185310012,0.0025031964433400652
8.622079379401896,0.47514224412003137,8.804265469150998,0.0023282263231217955
9.119507035905851,0.5051786693395501,9.300816109670029,0.0020996028320649698
9.616934692409808,0.5346738839284733,9.797408724019478,0.0017793966374408845
10.114362348913764,0.56366430158823,10.294040893670385,0.001342643512505625
10.611790005417719,0.5922405323778326,10.790705411891812,0.0007329291374249649
11.109217661921674,0.6206014388132362,11.28738550794057,3.3156904174514705e-05
11.60664531842563,0.6489587493790738,11.784063274376111,-0.0007526421067544958
12.104072974929586,0.6775241925599789,12.28072080375788,-0.0015944848495028955
12.601500631433542,0.706509496840585,12.77734018864533,-0.00241851640683014
13.264737506772148,0.7461756369481937,13.43940908148338,-0.0035634706032864304
13.762165163276103,0.776964005679452,13.935869822504152,-0.004422627031268995
14.25959281978006,0.8088779971258548,14.4322327275621,-0.0052820542745540405
14.757020476284016,0.8421293397720349,14.92847988921666,-0.0061417188719401295
