spline,x,y,kappa
0.0,-0.011620879266685038,-0.035381281335471866,0.09933721615308855
0.49561373764556904,0.4783153264141768,0.009082331983949483,0.09881733741392301
0.9912274752911381,0.9660516002800992,0.07812327351589406,0.09810488692889434
1.4868412129367072,1.4505319760162683,0.17117925178218135,0.09723417236154479
1.9824549505822762,1.9307004873078681,0.28768797530463047,0.09627176883464938
2.4780686882278453,2.4055011678400864,0.42708715260506114,0.09527024386482713
2.9736824258734145,2.8738780512981066,0.5888144922052926,0.09428400831207286
3.4692961635189836,3.334775171367116,0.7723077026271442,0.09343318418625256
3.9649099011645523,3.787136561732299,0.977004492392435,0.09287652839792304
4.4605236388101215,4.229906256078844,1.2023425700229855,0.09261947502127228
4.956137376455691,4.662028288091933,1.447759644040614,0.09266372635097103
5.45175111410126,5.082446691456755,1.7126934229671402,0.09300745089240409
5.947364851746829,5.490105499858493,1.9965816153243843,0.09364522213073534
6.442978589392398,5.883948746982332,2.298861929634164,0.09456770280660853
6.938592327037967,6.26292046651346,2.6189720744183,0.09576108757159717
7.434206064683536,6.625964692137062,2.956349758198611,0.09720368095787128
7.929819802329105,6.972025457538322,3.310432689496916,0.09879960923682624
8.425433539974675,7.30004679640243,3.680658576835037,0.10022524831861422
8.921047277620243,7.608972742414567,4.066465128734791,0.1008846666466775
9.416661015265813,7.897747329259921,4.467290053717997,0.10000924988109398
10.077479332126572,8.249635202879857,5.0241004155835025,0.09528895589715297
10.57309306977214,8.48859322935536,5.4571493659843275,0.08875283411950001
11.068706807417708,8.708134978557837,5.901288805929702,0.07989806469975651
11.564320545063278,8.910303829268365,6.354460605102945,0.0693369765015972
12.059934282708847,9.097143160268015,6.814606633187369,0.05825136476109074
12.555548020354417,9.270710205634265,7.279676572167144,0.04861432220455105
13.051161757999985,9.433755478320403,7.7480110089192324,0.04285863469204587
13.546775495645555,9.590031427989786,8.218515471754552,0.04302804445276063
14.042389233291123,9.74264461647527,8.690321846406475,0.04970682878946417
14.538002970936693,9.887439792861073,9.16438974195257,0.06137220751977343
15.033616708582262,10.016088327248845,9.642726529082111,0.07493049981472868
15.529230446227832,10.122481715953565,10.126392950951537,0.08727779578476619
16.024844183873398,10.205157523676743,10.614486811273709,0.09667310528824176
16.520457921518968,10.263221609446964,11.105865812398944,0.10304513879485538
17.01607165916454,10.295779832292805,11.599387656677537,0.10736298308590164
17.51168539681011,10.301938051242848,12.093910046459788,0.11048716135849973
18.007299134455675,10.280802125325673,12.588290684096002,0.11303898219758218
18.502912872101245,10.231477913569861,13.081387271936482,0.11516346329237949
18.998526609746815,10.153071275003994,13.57205751233153,0.1168467742407146
19.659344926607574,10.001744330816598,14.220535839659718,0.11842243876067661
